WEO Country Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Estimates Start After,Subject Descriptor
556,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.004,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.007,0.007,0.008,0.008,0.007,0.007,0.008,0.008,0.008,0.008,2019.0,Gross domestic product based on purchasing-power-parity (PPP) share of world total
556,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,-0.269,-0.254,-0.386,-0.496,-0.186,-0.324,-0.111,-0.157,-0.198,-0.262,-0.346,-0.352,-0.377,-0.429,-0.287,-1.093,-0.79,-0.678,-2.733,-4.851,-3.851,-2.105,-1.869,-1.086,-2.676,-2.971,-4.686,-3.565,-2.85,-4.593,-14.751,-10.985,-7.455,-4.161,-2.058,-1.53,2019.0,General government primary net lending/borrowing
678,286.454,234.094,202.86,191.973,187.769,185.354,252.941,290.075,287.083,345.585,387.839,387.973,389.751,379.108,282.773,356.81,355.7,325.445,329.005,331.779,277.839,316.234,345.813,404.925,454.12,504.44,539.607,616.723,719.334,722.924,732.402,861.874,801.102,827.335,872.028,772.639,803.301,853.566,915.638,907.252,899.223,992.307,1051.934,2.0,2.0,2.0,2017.0,"Gross domestic product per capita, current prices"
678,17.143,10.854,28.629,41.318,29.373,-3.53,7.594,-1.369,-3.2,17.963,4.081,19.019,4.946,10.154,-6.744,14.729,0.003,47.146,1.047,19.023,-2.651,20.424,36.115,-15.804,-5.593,16.097,2.291,-8.013,-3.902,-9.501,-2.079,8.345,14.682,6.848,-2.874,31.878,-4.156,11.104,-0.644,-5.53,-14.227,17.025,8.891,4.988,5.309,4.98,2018.0,Volume of exports of goods
678,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,19.392,18.342,19.939,20.814,21.759,21.635,22.071,21.49,18.875,22.814,20.261,20.562,15.531,19.759,20.018,20.939,22.243,22.921,20.428,23.092,26.474,26.07,25.005,25.255,24.774,24.854,2018.0,General government total expenditure
181,1.847,2.077,2.207,2.353,2.458,2.596,2.749,2.978,3.292,3.665,3.979,4.356,4.815,5.124,5.474,5.973,6.325,6.746,7.054,7.426,7.517,7.592,7.91,8.385,8.622,9.192,9.708,10.444,11.055,11.013,11.759,12.061,12.703,13.757,14.924,16.674,18.074,20.135,21.687,23.16,21.627,23.167,24.887,26.508,28.243,30.096,2019.0,"Gross domestic product, current prices"
181,12.663,8.445,4.482,-3.217,1.248,0.48,1.424,0.815,0.682,-2.749,6.215,1.02,2.446,4.583,3.496,3.637,1.872,4.601,2.912,4.348,1.017,3.565,2.052,2.447,1.885,3.371,0.772,3.054,4.982,-0.439,4.044,1.476,2.75,1.01,0.381,1.253,0.963,1.336,1.239,1.283,0.501,1.563,1.455,1.571,1.74,2.005,2019.0,"Inflation, end of period consumer prices"
181,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,-0.227,-0.263,-0.257,-0.446,-0.223,-0.212,-0.162,-0.197,-0.369,-0.203,-0.241,-0.179,-0.242,-0.11,-0.133,-0.207,0.06,0.381,0.148,0.03,-0.219,-0.27,-0.195,-0.283,-0.401,-0.45,2019.0,General government structural balance
867,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,2.016,3.486,5.253,2.637,14.675,0.478,1.768,5.353,4.341,1.851,1.098,-2.236,-1.508,0.063,0.755,1.2,0.9,1.1,1.5,2.0,2.0,2.0,2018.0,"Inflation, average consumer prices"
867,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
682,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,6.246,8.069,9.177,4.629,30.247,12.759,9.176,6.613,15.702,17.529,11.242,8.464,14.728,13.992,14.216,22.109,30.318,28.213,25.733,21.247,32.01,41.512,37.191,36.071,24.757,21.73,28.21,31.02,29.372,34.277,24.733,25.309,26.704,28.331,27.009,27.801,2018.0,Gross national savings
682,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
684,-10.06,5.882,5.497,0.384,4.775,6.876,9.742,10.163,6.791,4.465,7.187,4.435,6.513,5.082,4.136,4.288,5.588,5.687,6.072,2.611,8.192,3.214,1.627,5.984,4.299,1.453,4.514,5.727,5.387,3.315,4.377,4.077,3.496,3.36,3.745,3.553,3.838,3.814,3.76,3.015,-14.2,9.9,6.5,4.2,3.5,3.3,2018.0,"Gross domestic product, constant prices"
684,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government net debt
273,67.761,69.408,71.059,72.709,74.353,75.983,77.599,79.2,80.789,82.369,83.943,85.513,87.075,88.625,90.156,91.663,93.147,94.611,96.056,97.485,98.9,100.298,101.685,103.081,104.515,106.005,107.56,109.171,110.815,112.464,114.093,115.695,117.274,118.827,120.355,121.858,123.333,124.777,126.191,127.576,128.933,130.262,131.563,132.834,134.074,135.284,2019.0,Population
273,-12.32,-18.278,-1.785,13.611,11.233,5.033,0.555,8.02,-2.44,-7.662,-10.35,-21.607,-36.147,-34.164,-42.911,-1.62,-2.55,-7.7,-16.024,-14.027,-18.774,-17.507,-13.328,-5.572,-5.589,-7.698,-3.552,-9.898,-16.805,-7.795,-4.872,-11.914,-18.653,-31.528,-25.441,-31.076,-24.376,-20.494,-25.415,-4.351,12.975,-0.969,-10.522,-17.956,-22.434,-25.799,2019.0,Current account balance
273,-5.389,-6.225,-0.838,7.835,5.483,2.315,0.369,4.859,-1.208,-3.114,-3.564,-6.206,-8.953,-6.822,-8.13,-0.45,-0.621,-1.539,-3.043,-2.337,-2.652,-2.314,-1.726,-0.764,-0.715,-0.877,-0.364,-0.94,-1.514,-0.866,-0.461,-1.009,-1.553,-2.474,-1.934,-2.652,-2.26,-1.768,-2.079,-0.346,1.247,-0.089,-0.918,-1.499,-1.793,-1.976,2019.0,Current account balance
868,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,3085.042,2982.792,2795.431,2865.415,2902.304,3036.149,3108.014,3135.609,3194.676,3102.958,3175.52,3188.26,3142.675,3089.761,3137.985,3225.811,3340.639,3286.416,3169.312,3095.662,3233.252,3263.65,3350.838,3355.904,3392.429,3260.649,3295.71,3311.828,2.0,2.0,2.0,2018.0,"Gross domestic product per capita, constant prices"
868,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,81.356,83.532,83.028,82.704,83.599,86.273,89.645,94.006,97.305,107.8,111.7,115.3,124.0,127.1,127.6,128.466,128.263,127.551,127.712,129.614,132.029,130.908,134.231,136.916,139.654,142.447,145.296,2018.0,"Inflation, end of period consumer prices"
921,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,64.457,613.239,1593.431,2182.053,2634.214,3022.397,3096.743,4189.605,5571.246,6506.979,7724.095,9486.421,11023.518,12995.533,15485.029,18530.155,21853.863,21010.913,30024.701,34382.519,36717.789,41631.337,46521.827,51237.398,56937.864,64346.755,69593.774,78344.402,77885.797,86351.5,96005.779,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
948,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,7034.155,12406.496,30249.095,121566.534,202111.895,339480.613,378998.939,472571.518,472239.079,532118.826,595373.689,669925.453,735801.298,856573.07,1090182.722,1192202.717,1559102.821,1891528.083,2458994.769,2426351.198,3533756.422,4685394.14,5819354.726,6543491.486,7419036.272,7570983.113,7674155.519,8771926.735,10008162.51,11191731.85,11455265.47,12836080.15,14397863.56,2.0,2.0,2.0,2019.0,"Gross domestic product per capita, current prices"
943,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Output gap in percent of potential GDP
943,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,-11.621,34.665,4.653,46.35,38.72,8.631,-31.721,-4.302,5.642,-1.358,-1.293,1.426,6.592,12.501,8.393,8.215,0.947,-37.396,17.752,14.191,10.263,5.243,4.29,2019.0,Volume of Imports of goods
686,4456.635,4633.251,5307.371,5532.862,6124.441,6896.113,8048.786,7962.805,9053.119,9415.622,10293.107,11410.894,11469.421,11521.557,12604.434,12633.363,14057.431,13742.134,14590.779,14630.002,14598.775,15558.908,16023.276,16933.288,17728.276,18291.276,19726.109,20889.477,22839.636,23547.568,24380.834,25171.951,25710.504,26901.642,27402.31,28950.916,29380.027,30510.473,31425.949,32041.8,29645.756,30986.455,32109.286,2.0,2.0,2.0,2018.0,"Gross domestic product per capita, current prices"
686,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Output gap in percent of potential GDP
688,0.161,0.126,0.138,0.132,0.145,0.195,0.215,0.693,1.112,1.746,3.29,5.314,6.788,10.82,17.201,26.698,47.02,57.449,66.655,75.227,84.57,109.959,133.148,148.736,171.37,196.298,232.404,269.343,305.572,327.46,376.538,418.037,463.921,510.997,555.447,637.76,752.702,840.526,895.567,956.786,998.555,1076.801,1189.44,2.0,2.0,2.0,2019.0,"Gross domestic product, current prices"
518,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,8.432,12.418,12.468,9.928,13.196,15.318,13.567,13.307,12.5,7.558,4.385,5.247,5.471,6.486,7.899,8.2,7.473,6.408,5.75,6.405,6.5,1.994,5.652,6.224,6.382,6.462,6.502,2019.0,"Gross domestic product, constant prices"
728,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,0.028,0.105,0.05,0.11,0.085,0.176,0.116,0.09,0.162,-0.028,0.192,0.011,0.086,0.266,0.446,0.333,1.082,0.749,-0.009,-0.131,-0.39,-0.379,-0.742,-0.511,-1.376,-1.46,-1.683,-0.505,-0.373,-0.284,-0.45,-0.247,-0.531,-0.297,-0.245,-0.299,2019.0,Current account balance
836,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government primary net lending/borrowing
558,9.8,13.447,10.381,14.197,6.214,4.127,15.854,13.285,11.024,8.078,8.926,7.943,21.061,8.871,8.951,7.677,7.179,8.101,8.326,11.379,3.393,2.435,2.896,4.743,3.963,4.539,7.963,6.203,6.677,12.624,9.565,9.566,8.305,9.873,9.039,7.212,9.932,4.454,4.147,4.639,6.382,6.0,5.8,5.6,5.3,5.3,2019.0,"Inflation, average consumer prices"
138,332.676,330.967,326.721,332.465,342.832,351.939,362.94,369.655,386.604,403.926,420.802,431.117,437.968,443.504,456.847,469.516,485.922,506.951,530.618,557.32,580.724,594.243,595.53,596.468,608.297,620.747,642.236,666.461,680.937,655.964,664.761,675.063,668.101,667.253,676.755,690.008,705.131,725.657,742.788,755.248,714.464,743.381,758.37,771.086,782.926,794.965,2019.0,"Gross domestic product, constant prices"
138,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,54.96,54.072,50.801,48.032,44.732,38.966,37.494,37.74,39.417,40.229,38.572,36.098,33.29,38.475,41.063,45.855,48.547,52.088,53.696,54.821,52.799,51.051,46.18,42.511,41.657,48.132,49.61,49.505,48.776,47.546,45.757,2019.0,General government net debt
278,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,0.001,0.064,1.87,2.257,2.657,2.753,3.057,3.291,3.551,4.004,4.311,4.578,4.804,4.883,5.05,5.362,5.714,6.002,6.411,7.307,7.689,8.067,8.71,9.362,9.715,10.16,10.554,10.594,10.807,10.933,11.242,11.571,11.779,11.978,12.177,12.366,12.554,2019.0,Implied PPP conversion rate
278,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government structural balance
692,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
692,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,69.135,63.276,68.853,61.096,63.14,81.836,70.875,65.776,57.59,53.263,47.47,15.892,13.389,8.034,12.565,12.036,12.003,14.399,15.277,17.162,25.887,29.458,35.372,36.045,37.858,44.578,45.186,42.434,40.242,39.518,38.991,2019.0,General government net debt
962,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,0.035,0.032,0.03,0.029,0.028,0.027,0.028,0.028,0.028,0.026,0.026,0.025,0.025,0.025,0.025,0.026,0.026,0.026,0.026,0.025,0.025,0.025,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,2019.0,Gross domestic product based on purchasing-power-parity (PPP) share of world total
962,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,48.393,25.699,-0.977,-7.325,-10.465,-3.03,0.0,32.696,-24.328,15.103,-5.914,21.363,9.666,9.402,14.981,5.128,-12.259,10.367,7.983,8.24,2.168,14.147,9.945,11.126,5.238,9.058,8.958,-11.603,9.296,7.403,6.752,6.496,6.241,2019.0,Volume of imports of goods and services
962,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,-0.352,-1.594,0.027,2.375,-5.882,-5.242,-0.072,0.374,0.213,-0.508,0.577,-0.928,-2.628,-2.411,-2.474,-3.807,-3.836,-4.195,-3.475,-2.702,-2.734,-1.763,-1.954,-7.723,-4.278,-3.418,-3.185,-3.121,-3.144,2019.0,General government net lending/borrowing
142,60.633,67.43,71.765,77.538,85.198,92.774,98.467,102.672,106.021,111.322,117.72,125.456,132.902,139.921,150.134,159.651,170.749,182.872,189.784,196.4,207.225,216.164,222.759,228.961,244.458,258.69,272.915,288.638,295.654,292.763,298.253,307.472,327.988,340.138,338.506,313.315,308.491,332.135,344.496,354.695,349.507,369.942,387.646,403.848,419.144,435.18,2018.0,"Gross domestic product, current prices"
142,10.912,13.643,11.341,8.465,6.218,5.715,7.176,8.717,6.676,4.546,4.131,3.438,2.328,2.288,1.376,2.46,1.263,2.567,2.252,2.366,3.086,3.004,1.287,2.488,0.454,1.532,2.329,0.713,3.754,2.197,2.419,1.285,0.697,2.12,2.042,2.171,3.55,1.875,2.765,2.168,1.4,3.3,1.8,1.9,2.0,2.0,2019.0,"Inflation, average consumer prices"
142,7.55,-1.184,5.443,-6.077,6.706,10.474,13.033,-6.416,-3.253,1.178,3.549,-1.89,-0.041,5.125,9.169,9.336,12.078,10.65,10.04,-3.679,1.412,0.385,1.763,3.67,11.905,8.031,10.854,9.568,2.725,-11.623,7.494,4.454,-0.185,3.512,1.658,2.874,1.458,2.845,2.435,5.272,-6.8,4.492,3.243,2.456,2.366,2.411,2019.0,Volume of Imports of goods
142,156.028,174.676,192.342,221.248,244.005,283.026,289.846,322.316,337.157,351.556,381.614,393.892,400.415,415.634,443.188,503.714,559.453,603.166,591.963,660.494,850.735,883.578,862.969,890.623,993.732,1128.205,1298.181,1368.956,1528.296,1361.033,1441.757,1588.511,1672.767,1670.533,1700.757,1696.214,1696.393,1800.57,1993.522,2079.28,1841.994,2064.365,2199.595,2.0,2.0,2.0,2019.0,General government revenue
142,151.766,158.398,155.618,159.203,178.346,207.647,267.655,244.55,215.36,229.16,217.042,310.044,365.853,458.937,454.394,315.31,300.011,293.974,274.325,316.103,432.636,426.668,530.949,699.621,783.717,845.278,1169.994,1168.642,1246.689,1037.95,1119.04,832.044,922.021,971.205,937.814,1074.725,1181.194,1273.207,1409.354,1464.111,1376.293,1480.851,1557.753,2.0,2.0,2.0,2019.0,General government gross debt
449,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,102.3,105.1,106.2,106.45,105.5,105.16,105.23,105.266,105.761,105.397,104.321,100.0,99.899,99.799,101.813,103.726,108.157,117.12,130.916,132.125,137.664,142.195,146.292,146.737,148.22,148.317,149.962,152.357,153.7,153.906,155.445,160.73,165.552,170.187,174.442,178.803,2019.0,"Inflation, end of period consumer prices"
564,30.938,36.599,40.004,37.35,40.549,40.545,41.522,43.401,49.981,52.11,52.298,59.413,63.563,67.274,67.813,79.25,82.758,81.598,81.224,76.919,79.653,77.644,78.258,89.943,105.562,117.798,137.267,152.398,169.726,167.125,176.738,213.308,223.119,230.644,243.94,270.17,278.023,304.603,313.073,276.114,19.26,21.4,21.678,2.0,2.0,2.0,2020.0,"Gross domestic product, current prices"
565,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,7728.126,8169.92,8429.274,7889.77,8397.667,9317.035,9598.918,10069.096,10438.445,9856.359,10044.331,10782.077,12013.094,12877.946,14039.657,15787.599,16600.918,16062.306,16264.856,16064.018,14232.72,13179.499,14536.987,2.0,2.0,2.0,2018.0,"Gross domestic product per capita, current prices"
565,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,66.48,64.902,65.126,65.576,66.117,69.564,72.28,74.175,86.61,84.472,85.549,90.747,92.258,95.674,99.348,99.645,100.0,100.657,103.322,102.935,102.935,102.935,103.964,105.524,107.634,109.787,2019.0,"Inflation, end of period consumer prices"
283,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,-3.299,-2.666,1.629,-0.779,-2.599,-0.957,-0.564,-2.163,-3.058,-4.373,-4.55,-2.434,0.475,3.2,0.386,-0.882,-1.713,-1.864,-1.406,-2.227,-3.127,-2.421,-1.975,-2.163,-3.185,-3.143,-8.982,-7.386,-4.013,-2.008,-1.989,-1.483,2019.0,General government net lending/borrowing
283,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,1.912,-1.364,-3.63,-1.708,-1.007,-1.992,-2.578,-3.777,-4.306,-2.188,0.628,2.446,-0.966,-0.567,-0.912,-1.811,-1.762,-2.496,-3.086,-2.379,-1.957,-2.539,-3.846,-4.132,-7.656,-6.594,-3.751,-2.009,-1.989,-1.484,2019.0,General government structural balance
853,12.557500000000001,11.68,10.611,10.623,4.39,4.336,5.29,2.99,7.549,1.81,8.89,5.693,4.969,4.813,6.528,18.703,5.282,5.331,21.813,13.197,9.971,10.352,14.815,8.438,2.377,4.72,-0.945,3.242,11.249,5.672,4.894,4.366,5.816,2.893,6.654,6.327,6.612,4.7,4.8,2.735,3.645,4.356,4.665,3.468,3.159,3.159,2015.0,"Inflation, end of period consumer prices"
853,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
853,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,-37.689,40.908,-5.638,-3.423,-4.803,-18.863,9.688,9.457,-4.713,-0.998,-20.939,10.329,-9.296,10.942,-7.751,3.037,1.288,-14.531,4.862,-2.065,-1.71,7.771,96.981,43.748,10.738,9.926,-14.251,10.639,-3.089,3.992,1.361,0.828,0.931,3.073,2015.0,Volume of exports of goods and services
853,2.74,2.697,2.806,3.169,3.138,3.25,3.434,3.528,4.682,4.498,4.543,5.325,6.237,7.189,8.168,9.15,10.036,10.457,11.526,13.039,14.38,15.355,17.087,19.558,20.234,22.766,25.539,28.304,31.512,32.013,38.752,42.642,44.372,47.721,57.131,60.139,65.038,72.522,79.177,84.043,81.31,86.442,94.341,100.413,105.971,112.075,2015.0,"Gross domestic product corresponding to fiscal year, current prices"
288,22.535,13.793,5.374,12.807,20.938,24.845,31.697,21.658,22.594,25.592,38.162,24.275,15.105,18.277,20.596,13.387,9.798,6.95,11.554,6.751,8.984,7.268,10.509,14.228,4.332,6.794,9.595,8.13,10.155,2.592,4.651,8.254,3.676,2.684,5.029,3.129,4.087,3.603,3.976,2.757,2.909,3.158,3.308,3.308,3.308,3.308,2018.0,"Inflation, average consumer prices"
288,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,67.003,49.392,34.39,26.586,18.691,17.557,16.791,17.963,22.138,32.015,33.58,40.341,54.53,40.32,30.263,24.064,18.184,14.948,14.459,13.729,12.064,10.335,12.308,13.465,15.628,18.637,19.409,19.841,22.243,26.107,35.453,35.697,35.247,34.429,33.919,33.357,2019.0,General government gross debt
293,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,0.001,0.004,0.109,5.322,26.256,43.99,68.079,94.725,115.571,130.81,149.75,157.834,164.771,175.862,178.975,189.742,203.612,225.692,244.651,286.314,319.693,356.131,365.852,420.737,470.923,508.717,546.125,574.301,609.364,656.161,698.311,740.42,769.963,685.993,760.961,815.709,873.306,925.055,978.507,2019.0,"Gross domestic product, current prices"
293,7.326,6.8,6.4,9.0,8.9,4.589,5.3,4.8,4.156,7.9,8.3,5.9,9.4,9.9,8.8,7.1,7.2,8.6,6.9,9.4,7.847,9.246,9.42,9.424,9.436,9.579,8.542,8.419,8.377,8.387,7.88,7.727,6.798,5.945,5.938,6.49,6.742,6.876,6.7,6.6,12.473,8.77,6.814,6.5,6.5,6.5,2019.0,Unemployment rate
293,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,78.978,78.465,86.262,100.535,105.483,98.739,100.039,101.886,99.466,103.616,106.616,108.184,107.704,109.021,118.558,146.652,160.653,177.461,193.721,208.833,270.847,297.771,323.683,344.033,358.946,369.836,2019.0,General government gross debt
566,20.636,-2.231,-7.577,-0.699,7.899,-11.414,-0.035,6.186,10.327,9.843,1.755,3.682,0.976,11.318,10.599,15.356,8.327,18.666,19.022,-41.153,22.053,-2.492,11.174,9.715,8.276,-1.638,13.084,-2.517,-0.642,-9.16,17.952,3.781,20.004,-5.271,14.633,-6.949,5.991,24.623,3.921,6.367,-17.411,12.744,7.564,6.743,4.35,5.724,2019.0,Volume of exports of goods
359,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Six-month London interbank offered rate (LIBOR)
359,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,Volume of imports of goods and services
359,12.557500000000001,11.68,10.611,10.623,12.1875,11.111,12.311,13.372499999999999,13.014,13.788,14.457,14.266,13.918,14.645,15.581,16.391,14.991,16.073,15.253,15.557,16.9265,16.338,16.378,17.65,18.962,18.581,19.433,20.558,20.065,17.222,19.8525,20.74,20.214,19.512,19.706,19.218,19.175,20.5095,21.0465,21.007,19.26,21.4,21.678,2.0,2.0,2.0,2019.0,General government net debt
